Gene	A6-3807-01A-22	A6-3808-01A-22	A6-3810-01A-22	AA-3518-01A-11	AA-3525-01A-12	AA-3526-01A-11	AA-3529-01A-12	AA-3531-01A-22	AA-3534-01A-22	AA-3552-01A-22	AA-3554-01A-22	AA-3558-01A-22	AA-3561-01A-22	AA-3664-01A-22	AA-3666-01A-31	AA-3672-01A-22	AA-3684-01A-31	AA-3695-01A-22	AA-3710-01A-22	AA-3715-01A-22	AA-3818-01A-22	AA-3848-01A-22	AA-3864-01A-22	AA-3986-01A-12	AA-3989-01A-22	AA-A004-01A-22	AA-A00A-01A-22	AA-A00A-01A-41	AA-A00E-01A-31	AA-A00F-01A-31	AA-A00J-01A-12	AA-A00K-01A-12	AA-A00K-01A-31	AA-A00N-01A-32	AA-A00N-01A-41	AA-A00O-01A-13	AA-A00R-01A-22	AA-A00R-01A-31	AA-A00U-01A-41	AA-A010-01A-31	AA-A017-01A-22	AA-A01C-01A-22	AA-A01D-01A-23	AA-A01F-01A-23	AA-A01I-01A-12	AA-A01K-01A-31	AA-A01P-01A-23	AA-A01R-01A-23	AA-A01S-01A-23	AA-A01T-01A-23	AA-A01V-01A-24	AA-A01X-01A-23	AA-A01Z-01A-13	AA-A022-01A-23	AA-A024-01A-32	AA-A029-01A-41	AA-A02E-01A-23	AA-A02H-01A-32	AA-A02J-01A-23	AA-A02O-01A-23	AA-A02R-01A-23	AA-A02Y-01A-31	AA-A03F-01A-41	AA-A03J-01A-23	AF-2691-01A-41	AF-2692-01A-41	AF-3400-01A-41	AF-3913-01A-12	AG-3574-01A-22	AG-3580-01A-22	AG-3584-01A-22	AG-3593-01A-22	AG-3594-01A-12	AG-4007-01A-22	AG-A002-01A-23	AG-A008-01A-23	AG-A00C-01A-23	AG-A00H-01A-22	AG-A00H-01A-31	AG-A00Y-01A-12	AG-A011-01A-32	AG-A014-01A-12	AG-A015-01A-51	AG-A016-01A-23	AG-A01J-01A-22	AG-A01L-01A-22	AG-A01N-01A-23	AG-A01W-01A-23	AG-A01Y-01A-43	AG-A020-01A-23	AG-A026-01A-71	AG-A02N-01A-31	AG-A02X-01A-32	AG-A032-01A-31	AG-A036-01A-22
ACAD9	0.903	0.301	0.903	0.301	0.301	0.602	0.602	0.602	0.602	0.954	0.477	0.954	0.477	0.778	1.204	0.778	0.301	0.903	0.778	0.000	0.477	0.954	0.699	0.699	0.778	0.699	0.903	0.778	0.699	0.699	0.477	0.477	0.301	0.000	0.000	0.954	0.954	0.845	0.477	0.699	0.903	0.903	0.602	0.699	0.778	0.778	0.477	0.845	0.778	0.602	0.602	1.041	0.477	0.778	0.602	0.845	0.845	0.903	0.301	0.602	0.477	0.845	0.699	0.602	0.778	1.000	0.301	1.000	0.903	0.778	0.778	0.477	0.301	0.845	0.699	0.477	0.602	0.778	0.845	0.903	0.699	0.477	0.301	0.954	0.602	0.778	0.477	0.602	0.301	0.602	1.000	0.301	0.301	0.699	0.602	
ACADM	0.778	0.477	0.602	0.778	0.477	0.602	0.778	0.477	0.602	0.778	0.477	0.845	0.699	0.699	0.778	0.845	0.845	0.477	0.903		0.301	0.699	0.778	0.903	0.954	1.000	0.699	0.699	0.602	0.778	0.845	0.477	0.699	0.477	0.301	1.114	0.699	0.845	0.699	0.845	1.041	0.778	0.602	0.000	0.954	0.000	0.477	0.477	0.845	0.602	0.602	0.845	0.000	0.778	0.699	0.602	0.602	1.000	0.000	0.602	1.000	0.903	0.699	0.477	0.699	0.845	0.602	0.477	0.602	0.602	0.301	0.778	0.699	0.602	0.301	0.602	0.903	0.845	0.699	0.778	0.778	0.778	0.903	0.602	0.602	0.778	0.602	0.699	0.778	0.477	0.602	0.602	0.699	0.477	0.602	
ACADS	0.602	0.301		0.778	0.301	0.903	0.778	0.845	0.903	0.845	0.602	0.778	0.477	0.845	0.699	0.954	0.954	0.301	0.778		0.000	0.778	0.000	0.954	0.778	1.079	1.000	0.954	0.602	0.903	0.845	0.699	0.301			1.000	0.477	0.602	0.602	1.114	0.903	0.778	0.477		1.000	0.477	0.477		0.477	0.954	0.778	0.602	0.778	1.079	1.000	0.903	0.845	0.903	0.301	0.903	0.699	1.079	0.699	0.477	0.477	0.778		0.602	0.301	0.477	0.477	0.477	0.778	0.602	0.602	0.778	0.477	0.602	0.778	0.699	0.778		0.778	0.301	0.602	0.845		0.477		0.000	0.301	0.301		0.477	0.301	
ACADSB	0.699	0.000	0.602	0.602	0.301	0.778	0.602	0.845	0.699	0.845	0.699	0.699	0.699	0.477	0.477	0.602	0.477	0.602	0.778		0.602	0.477	0.000	0.477	0.845	0.845	0.845	0.699	0.602	0.778	0.845	0.699	0.000	0.000	0.000	1.079	0.477	0.778	0.954	0.301	0.954	0.602		0.845	0.845	0.699	0.000	0.954	0.778	0.699	0.699	0.845	0.477	0.699	0.845	0.602	0.301	0.845	0.301	0.845	0.778	1.000	0.477	0.845	0.699	0.477	0.477		0.903	0.778	0.699	0.477	0.602	0.699	0.699	0.602	0.602	0.602	0.602	0.602	0.699	0.699	0.602	0.699	0.954	0.301	0.778	0.778	0.301	0.301	0.954	0.477	0.000	0.477	0.602	
ACADVL	1.447	1.230	1.398	1.301	1.322	1.322	1.362	1.230	1.398	1.255	1.322	1.398	1.041	1.279	1.447	1.279	1.505	1.230	1.491	1.041	1.322	1.322	1.204	1.447	1.398	1.519	1.398	1.342	1.398	1.362	1.279	1.230	1.255	1.146	1.146	1.580	1.380	1.380	1.204	1.431	1.519	1.415	1.176	1.176	1.322	1.380	1.204	1.447	1.230	1.342	1.342	1.415	1.114	1.431	1.398	1.519	1.362	1.398	0.903	1.362	1.322	1.477	1.398	1.176	1.114	1.398	1.000	1.322	1.380	1.342	1.176	1.204	1.342	1.301	1.255	1.279	1.000	1.322	1.362	1.322	1.322	1.431	1.342	1.255	1.398	1.362	1.114	1.176	1.362	1.204	1.415	1.079	1.079	1.176	1.079	
ACAN														0.000				0.301																		0.000															0.000			0.301					0.000									0.000																												
ACAP2	0.301		0.000	0.000	0.000	0.477	0.301	0.602		0.301			0.301	0.301		0.000		0.000	0.301		0.000			0.000	0.000	0.000	0.301		0.301	0.000	0.000	0.301	0.301	0.000		0.477	0.301	0.301	0.000		0.000	0.000	0.000			0.000	0.301		0.000	0.602	0.000	0.000		0.000	0.000	0.301	0.477	0.000		0.000	0.000	0.000	0.000			0.000	0.000	0.000	0.000		0.000	0.301	0.301	0.000	0.301			0.477	0.301	0.000		0.000		0.000	0.000		0.477				0.000	0.000			0.000	
ACAT1	1.146	0.954	0.845	1.000	1.000	1.041	1.114	1.079	0.954	1.079	1.000	0.845	0.778	0.903	1.079	1.000	1.041	1.079	1.176	0.477	1.079	1.176	0.954	1.041	1.079	1.204	1.079	1.079	1.079	1.000	1.146	0.954	1.041	0.778	0.845	1.255	1.041	1.114	1.114	1.176	1.204	1.176	0.778	0.845	1.146	1.114	0.845	1.079	1.114	1.114	1.079	1.041	0.903	1.146	1.041	1.114	1.000	1.146	1.000	1.204	1.176	1.114	1.041	0.954	0.602	1.000	1.000	1.114	1.079	1.000	1.079	1.114	1.079	1.000	1.041	0.954	0.954	0.954	1.146	1.000	0.954	0.954	1.041	0.778	1.114	1.000	1.146	1.041	1.114	0.778	1.279	0.845	0.954	1.000	0.778	
ACAT2				0.000					0.000			0.000	0.000	0.477	0.000		0.301	0.000				0.000		0.778		0.000	0.602	0.301	0.000	0.699				0.000		0.477	0.477	0.477	0.000	0.477	0.477	0.477	0.000	0.000	0.602	0.000		0.845	0.477	0.000		0.000			0.699	0.602	0.000	0.000		0.301	0.000	0.301	0.301	0.000					1.041	0.301			0.000			0.477		0.301	0.477	0.301	0.000	0.301				0.000				0.000				0.000	0.000	
ACBD3	0.477	0.000	0.602	0.699	0.477	0.778	0.699	0.602	0.699	0.778	0.602	0.477	0.699	0.845	0.778	0.477	0.477	0.477	0.778	0.000	0.699	0.602	0.602	0.699	0.602	0.477	0.477	0.699	0.477	0.477	0.602	0.000	0.000	0.301	0.602	0.778	0.778	0.699	0.954	0.699	0.845	0.699	0.301	0.699	0.602	0.602	0.602	0.903	0.602	0.602	0.477	0.778	0.000	0.845	0.778	0.699	0.778	0.602	0.477	0.301	0.699	0.903	0.602	0.699	0.778	0.845	0.602	0.602	0.699	0.477	0.778	0.602	0.845	0.602	0.000	0.845	0.602	0.699	0.699	0.778	0.778	0.477	1.000	0.477	0.602	0.477	0.699	0.602		0.699	0.699	0.301	0.602	0.477	0.477	
ACBD5		0.000	0.301	0.000		0.000	0.301	0.000				0.000		0.477	0.477	0.477	0.301					0.301	0.301			0.000	0.301		0.477		0.301		0.000				0.301	0.000	0.301			0.000		0.301			0.699	0.301	0.000		0.000			0.477		0.778	0.000			0.301	0.000	0.301	0.301			0.301			0.000		0.301		0.477		0.301				0.000	0.301					0.000		0.477			0.000	0.301	0.301				
ACE						0.000		0.000	0.000	0.000	0.000			0.000	0.699	0.000	0.301		0.477				0.000	0.000			0.000	0.301	0.301							0.778	0.000	0.477	0.000		0.000	0.000			0.000	0.000	0.000	0.477		0.000	0.000	0.000	0.000	0.699		0.000	0.301				0.699			0.000	0.301		0.000					0.301								0.000		0.477		0.000	0.301		0.000									
ACE2	0.000							0.778					0.000									0.000										0.000									0.000	0.000		0.301					0.602	0.000							0.000	0.000	0.000												0.000								0.000	0.477		0.301					0.602	0.000			0.000			0.000		
ACIN1	0.778	0.477	0.000	0.699	0.699	0.602	0.699	0.699	0.301	0.778	0.699	0.778	0.778	0.477	0.903	0.903	0.778	0.699	0.903	0.000	0.477	1.000	1.000	0.000	1.000	0.699	0.778	0.602	0.903	0.602	0.845	0.477	0.000	0.477	0.602	0.903	0.903	1.000	0.778	0.477	0.954	0.778	0.477	0.602	0.845	0.602	0.699	1.114	0.845	0.954	0.903	0.954	0.000	0.903	0.699	0.845	0.778	0.778	0.477	0.602	0.954	1.041	0.602	0.903	0.602	0.954	0.301	0.699	0.602	0.954	0.699	0.699	0.778	0.477	0.903	0.778	0.477	0.477	0.778	0.845	0.903	1.000	0.778	0.699	0.699	0.477	0.903	0.602	0.000	0.301	0.778	0.903	0.301	0.602	0.602	
ACLY	1.255	1.079	1.176	1.146	1.176	1.255	1.447	1.204	1.230	1.362	1.322	1.255	1.279	1.342	1.279	1.114	1.146	1.398	1.380	1.041	1.230	1.322	1.505	1.230	1.255	1.255	1.301	1.301	1.362	1.114	1.000	1.255	1.000	1.146	1.000	0.903	1.279	1.342	1.431	1.342	1.415	1.322	1.000	1.230	1.146	1.255	1.176	1.415	1.431	1.230	1.146	1.146	0.845	1.146	1.114	1.415	1.146	0.845	1.079	1.230	1.176	1.362	1.279	1.146	1.079	1.431	1.204	1.322	1.477	1.176	1.230	1.230	1.255	1.301	1.204	1.255	1.041	1.301	1.301	1.380	1.279	1.322	1.204	1.176	1.279	1.176	1.204	1.079	1.079	1.176	1.146	1.204	1.176	1.114	1.114	
ACO1	1.079	1.041	1.079	1.176	0.778	1.000	1.146	0.954	1.204	1.301	1.114	0.778	1.000	1.079	1.204	1.146	1.079	1.079	1.000	0.699	1.204	1.204	1.114	1.230	1.000	1.176	1.041	1.176	0.954	1.114	0.954	0.954	1.301	0.903	0.699	1.176	1.176	1.146	1.230	1.079	1.041	1.114	1.000	1.000	1.176	1.255	1.079	1.000	1.114	0.845	1.114	1.114	0.903	1.279	0.954	1.079	1.204	0.903	1.000	1.146	1.146	1.362	1.000	0.954	0.477	1.176	1.079	1.146	1.000	1.041	1.041	0.903	1.000	0.954	1.000	1.146	0.954	1.230	1.041	1.114	1.146	1.041	0.954	1.079	1.255	1.204	0.903	1.079	1.230	1.000	0.845	0.954	0.903	1.079	1.204	
ACO2	1.342	1.342	1.380	1.431	1.398	1.279	1.431	1.342	1.380	1.362	1.342	1.431	1.230	1.255	1.477	1.279	1.462	1.301	1.431	1.146	1.342	1.477	1.380	1.398	1.342	1.556	1.415	1.380	1.342	1.398	1.462	1.279	1.301	1.114	1.204	1.623	1.415	1.342	1.380	1.415	1.531	1.491	1.230	1.322	1.491	1.462	1.362	1.398	1.519	1.342	1.301	1.447	1.000	1.491	1.415	1.398	1.362	1.531	1.204	1.322	1.491	1.447	1.415	1.415	1.301	1.477	1.114	1.398	1.447	1.398	1.342	1.176	1.462	1.255	1.380	1.380	1.431	1.431	1.431	1.431	1.447	1.462	1.431	1.322	1.415	1.362	1.322	1.362	1.519	1.176	1.342	1.342	1.114	1.415	1.362	
ACOT1	0.602	0.602	0.699	0.903	0.000	0.699	0.954	0.477	0.778	0.903	0.301	0.477	0.000	0.778	0.000	0.301	0.845	0.778	0.699	0.477	0.903	0.903	0.301	0.954	0.301	0.845	0.845	0.903	0.699	0.778	0.778	0.477	0.845		0.301	0.954	0.000	0.301	0.477	0.845	0.699	0.699	0.000	0.301	0.602	0.477	0.000	0.778	0.000	0.699	0.778	0.845	0.778	0.699	0.903	0.477	0.301	0.477	0.602	0.954	0.602	0.903	0.301	0.699	0.301	0.699	0.000	0.477	0.903	0.602	0.699	0.000	0.699	0.778	0.000	0.845	0.000	0.000	0.602	0.778	0.778	0.954	0.699	0.778	0.845	1.079	0.778	0.477	1.041	0.301	0.602	0.477	0.699	0.000	0.903	
ACOT11	0.301		0.000	0.000		0.602	0.301	0.699	0.477	0.477	0.000	0.602	0.301	0.477	0.602	0.000	0.477	0.301					0.477	0.477	0.602	0.477	0.602	0.477	0.301	0.477		0.301		0.000	0.000	0.699			0.301	0.477	0.699	0.477		0.699	0.602				0.477	0.477	0.477	0.602	0.000		0.477	0.699	0.602	0.000		0.000		0.699	0.699	0.477	0.000	0.477	0.000	0.000		0.602	0.000	0.602	0.000	0.301		0.477	0.301		0.699	0.699	0.477	0.602	0.778	0.301	0.301	0.477	0.602	0.000		0.000					0.000	
ACOT13	0.602	0.301	0.602	0.477	0.301	0.602	0.602	0.301	0.602	0.477	0.301	0.477	0.477	0.602	0.477	0.477	0.477	0.699	0.477	0.000	0.301	0.477	0.477	0.602	0.699	0.602	0.477	0.477	0.301	0.602	0.477	0.301	0.301	0.301	0.000	0.602	0.477	0.301	0.602	0.602	0.602	0.602	0.301	0.602	0.301	0.477	0.301	0.602	0.477	0.602	0.477	0.477	0.301	0.602	0.699	0.301	0.477	0.477	0.301	0.477	0.477	0.477	0.477	0.477	0.301	0.477		0.602	0.301	0.477	0.477	0.301	0.602	0.602	0.301	0.477	0.477	0.301	0.602	0.301	0.477	0.477	0.477	0.477	0.602	0.602	0.602	0.477	0.477	0.477	0.602	0.000	0.477	0.602	0.477	
ACOT7	0.845	0.477	0.000	0.903	0.699	0.477	0.778	0.602	0.301	0.699	0.778	0.778	0.699	0.778	0.699	0.477	0.602	0.778	0.845	0.477	0.602	0.778	0.699	0.602	0.602	0.699	0.699	0.699	0.903	0.602	0.301	0.477	0.602	0.301	0.602	0.845	0.845	0.903	0.845	0.477	0.845	0.602	0.000	0.778	0.602	0.477	0.477	0.903	0.699	0.699	0.301	0.477	0.602	0.602	0.699	0.903	0.602	0.000	0.477	0.602	0.477	0.903	0.778	0.477	0.000	0.903	0.778	0.845	0.903	0.602	0.602	0.301	0.845	0.477	0.477	0.602	0.602	0.845	0.845	0.778	0.602	0.699	1.000	0.301	0.778	0.477	0.699	0.477	0.699	0.699	0.778	0.602	0.301	0.477	0.301	
ACOT8	0.301		0.000	0.000		0.301		0.699		0.477		0.477	0.477	0.000	0.778				0.000		0.000	0.477			0.699	0.000	0.000	0.000	0.000	0.477	0.000	0.000				0.477			0.000	0.301	0.602	0.477	0.477	0.602	0.301				0.477	0.602		0.301		0.000	0.000	0.301	0.301	0.000	0.000	0.301		0.477	0.477	0.778	0.000	0.477	0.000	0.477	0.000	0.477	0.477	0.602	0.000	0.000		0.000	0.301	0.000	0.477	0.477		0.477	0.301	0.477	0.000	0.000	0.477	0.000		0.477	0.602		0.000	0.301		
ACOT9	0.778	0.301	0.903	0.699	0.301	0.602	0.903	0.602	0.602	0.699	0.845	0.477	0.301	0.477	0.699	0.699	0.699	0.903	0.954	0.602	0.903	1.000		0.477	0.778	0.778	0.301	0.699	0.699	0.699	0.602	0.602	0.602	0.477	0.000	1.041	0.699	0.477	0.699	0.699	0.903	0.699	0.000	0.778	1.079	1.079	0.954	0.778	0.602	0.477	0.602	0.778	0.602	1.041	0.477	0.778	0.903	0.778	0.602	0.903	0.699	0.903	0.778	0.699	0.000	0.903	0.699	1.000	0.699		0.602	0.699	0.778	0.699	0.301	0.477	0.602	0.699	0.845	0.954	0.699	1.079	0.845	0.477	0.778	0.778	0.778	0.602	0.699	0.477	1.041	0.602	0.000	0.778	0.602	
ACOX1	0.699	0.000	0.477	0.699	0.301	0.000	0.602	0.301	0.602	0.845	0.699	0.778	0.845		0.301	0.301	0.602	0.301	0.602	0.000	0.301	0.778	0.699	0.477	1.041	0.301	0.778	0.602	0.699	0.477	0.602	0.477		0.000	0.000	0.903	0.477	0.778	0.845	0.699	0.699	0.778		0.602	0.778	0.602		0.602	0.845	0.477		0.602	0.000	0.602	0.602	0.778	0.477	0.602	0.301	0.699	0.699	0.778	0.602	0.301	0.778	0.845		0.845	0.845	0.845	0.477	0.699	0.602	0.699	0.000	0.000	0.477	0.477	0.602	0.477	0.602	0.903	0.477	0.000	0.477	0.477	0.477	0.477		0.602	0.778	0.301		0.699		
ACOX2		0.301		0.000		0.000	0.000	0.477					0.000		0.000	0.000	0.000					0.301			0.301	0.000	0.778	0.000	0.000	0.301		0.477	0.000									0.000		0.000	0.000					0.477	0.000	0.477			0.000	0.000				0.477		0.477		0.000		0.699		0.000	0.000										0.000	0.000		0.000	0.000			0.477	0.000		0.000							
ACOX3	0.301	0.000	0.000				0.602		0.000	0.000	0.000	0.477			0.000						0.000	0.000	0.000		0.301	0.301	0.000		0.000								0.000	0.477	0.000					0.000	0.000	0.000		0.000			0.301			0.000	0.000	0.000				0.000	0.000	0.000	0.000			0.477			0.000	0.000	0.301			0.000	0.000		0.301	0.000	0.000		0.000		0.301	0.000		0.000		0.000		0.000	0.301			0.000		
ACP1	0.699	0.699	0.699	0.778	0.699	0.602	0.699	0.602	0.602	0.699	0.778	0.699	0.778	0.699	0.845	0.778	0.699	0.845	0.845	0.477	0.699	0.845	0.778	0.845	0.778	0.778	0.602	0.477	0.602	0.845	0.845	0.602	0.477	0.699	0.778	0.903	0.778	0.778	0.778	0.778	0.778	0.778	0.699	0.778	0.778	0.699	0.699	0.845	0.778	0.602	0.778	0.845	0.301	0.903	0.845	0.699	0.699	0.778	0.778	0.778	0.778	0.602	0.602	0.778	0.845	0.699	0.778	0.778	0.778	0.778	0.602	0.602	0.602	0.602	0.699	0.778	0.699	0.778	0.602	0.602	0.699	0.845	0.699	0.778	0.699	0.778	0.602	0.699	0.602	0.778	0.845	0.602	0.602	0.699	0.778	
ACP2				0.477	0.000	0.000	0.000		0.000	0.000	0.477	0.000		0.000	0.000	0.000			0.602	0.000	0.000		0.301	0.301	0.000	0.000	0.477	0.602	0.477	0.000	0.301		0.000	0.301		0.000	0.301	0.301	0.301	0.000	0.301	0.000				0.000	0.000	0.602			0.000	0.000	0.301	0.699	0.000				0.000	0.301	0.301	0.000	0.000			0.000	0.000	0.000	0.000	0.000			0.000		0.000	0.301		0.000	0.000	0.000	0.301		0.000		0.000		0.301	0.000		0.000			0.000		0.000	
ACP5			0.000		0.000						0.000	0.000			0.000	0.000			0.000					0.000			0.000	0.000				0.000		0.000	0.000	0.000	0.000	0.000		0.000	0.000					0.000	0.000	0.000						0.000	0.000					0.000	0.000								0.000				0.000	0.000	0.301			0.301			0.000				0.000			0.000		0.000					0.000	
ACP6				0.000				0.000		0.000		0.000	0.000									0.000	0.000	0.000	0.000						0.477		0.000		0.000	0.301														0.000		0.477								0.000		0.000	0.000			0.000					0.000			0.000			0.301	0.000			0.000	0.301		0.000			0.000					0.000				
ACSF2	0.602	0.000	0.477	0.301	0.000	0.602	0.699	0.699	0.000	0.845		0.477				0.000	0.602			0.000	0.301	0.000	0.301	0.301		0.602	0.699			0.699	0.000	0.000				1.041			0.778	0.602	0.477	0.301			0.000	0.000	0.000	0.477	1.000	0.845		0.602	0.000	0.778	0.602	0.602		0.602	0.000	0.301	0.000	0.301	0.477	0.602	0.602			0.000	0.000	0.602	0.602	0.301	0.301	0.602		0.000	0.000	0.000	0.301	0.477	0.477	0.845		0.699	0.778	0.699	0.778				0.903			0.301	0.000	
ACSF3	0.301	0.000	0.477	0.477		0.602	0.477	0.477	0.699	0.602	0.301	0.699	0.477	0.477	0.301	0.301	0.602	0.301	0.699	0.000	0.000	0.602	0.000	0.301	0.778	0.602	0.903	0.301	0.301	0.699	0.477	0.000	0.301	0.000	0.000	0.301	0.301	0.000	0.000	0.602	0.778	0.602	0.000	0.477	0.477	0.699	0.301	0.301	0.301	0.602	0.301	0.699	0.477	0.477	0.000	0.477	0.602	0.477	0.301	0.699	0.301	0.845	0.477	0.602	0.477	0.602	0.000	0.477		0.000	0.301	0.301	0.301	0.477	0.301	0.602	0.301	0.602	0.477	0.301	0.477	0.845	0.602	0.000	0.477	0.301	0.845	0.301	0.000	0.301	0.845	0.477	0.000	0.301	0.477	
ACSL1	0.477	0.602	0.602	0.903	1.079	0.699	0.699	0.845	0.301	0.845	0.699	0.477	0.845	0.778	0.000	0.954	0.477	0.477	1.000	0.699	0.477	0.602	0.602	0.477	0.903	0.000	0.903	0.954	0.477	0.602	0.845	0.778	0.602	0.301	0.301	1.255	0.477	0.301	0.477	0.301	0.778	0.477	0.301	0.903	0.778	0.602	0.301	0.602	0.477	0.602	0.699	0.845	0.602	0.778	0.602	0.602	0.845			0.903		0.954	0.778	0.602		0.845	0.845	0.000	0.301	0.000	0.477	0.477	0.602	0.602	1.079	0.301	0.699	0.778	0.778	0.602	0.778	0.845	0.301	0.699	0.778	0.602	0.778	0.477	0.699	0.602	0.699	1.041	0.000	0.602	0.477	
ACSL3	0.903	0.477	0.602	0.778	0.477	0.602	0.778	0.903	0.477	0.845	0.778	0.477	0.954	0.845	0.778	0.845	0.699	0.845	1.146	0.301	0.778	0.778	0.602	0.301	1.079	0.602	0.778	0.778	0.903	0.477	0.699	0.699	0.000	0.301	0.301	0.778	0.477	0.477	0.954	0.301	0.778	0.778	0.699	0.903	0.845	0.699	0.845	0.903	1.000	0.778	0.477	0.699	0.301	0.602	0.699	0.845	0.845	0.000	0.602	0.602	0.301	1.000	0.778	0.602	0.301	0.845	0.477	0.699	0.778	0.301	0.699	0.845	0.699	0.699	0.602	0.845	0.778	0.699	0.845	0.845	0.778	0.699	0.954	0.699	0.477	0.954	0.699	0.903	0.000	0.845	0.699	0.301	0.477	0.778	0.477	
ACSL4	0.477	0.000	0.000	0.699		0.778	0.477	0.778	0.000	0.602	0.699		0.477	0.954	0.699	0.301	0.301	0.477	0.000	0.477	0.477	0.301	0.301	0.000	0.477	0.301	0.301	0.301	0.699	0.301	0.699	0.477		0.000	0.301	0.778	0.699	0.845	0.477	0.301	0.602	0.301	0.477	0.778	0.778	0.602		0.602	0.699	0.602	0.000	0.778	0.000	0.477		0.000	0.903	0.477	0.000	0.845	0.301	1.079	0.477	0.602	0.477	1.079	0.000		0.000	0.301	0.778	0.602	0.602	0.477	0.301		0.477	0.699	0.602	0.699	0.301	0.778	0.602	0.477	0.000	0.000	0.778	0.301	0.000	0.477	0.903	0.477	0.000	0.301	0.301	
ACSL5	1.279	0.301	1.230	0.778	0.845	0.903	1.176	1.146	1.146	1.255	0.845	1.301	1.230	0.954	1.146	0.954	1.114	1.041	1.204		0.903	1.279	1.114	1.230	1.342	1.146	1.114	1.204	1.000	1.146	0.778	0.954	0.602	0.301	1.079	1.279	0.602	0.845	1.204	1.114	1.322	1.230	0.301	1.301	1.204	1.041	0.845	0.778	1.301	1.114	1.079	1.204	0.778	0.699	1.279	1.255	1.204	1.279	0.903	1.000	0.778	1.279	0.845	1.279	1.322	1.230	0.699	1.230		1.176	1.146	1.041	1.146	0.903	0.778	1.041	1.204	0.954	1.230	1.079	1.176	1.114	1.230	1.041	1.176	1.000	1.114	1.114		0.903	1.342	0.845	0.699	1.146	1.079	
ACSM3				0.000		0.699		0.301	0.301	0.778				0.699	0.000		0.477							0.000		0.602	0.954	0.301	0.301										0.301	0.301	0.000	0.477							0.301	0.301	0.000	0.699	0.000		0.000					0.477		0.301								0.699	0.602		0.477			0.000	0.000	0.000	0.602	0.301			0.000	0.000	0.000		0.477									
ACSS1	0.477		0.778	0.845	0.301	0.477	0.699	0.477	0.477	1.000	0.301	0.954	0.699	0.477	1.079	0.301	0.778	0.699	0.301		0.301	0.778	0.301	0.699	0.778	1.000	0.602	0.845	0.602	0.000	1.000	0.477	0.000			0.845	0.000	0.000	0.602	0.699	1.301	0.954	0.477	0.477	0.602	0.301	0.000		0.301	0.602	0.000	1.041	0.301	0.954	0.602	0.778	0.845	0.954	0.301	0.699	0.602	1.079	0.778	0.954	0.602	0.477	0.301	0.699	0.699	0.477	0.000	0.845	0.301	0.477	0.301	0.845	0.602	0.699	0.954	0.699	0.954	0.903	0.778	0.699	0.000	0.845	0.301	0.602		0.699	0.301	0.699	0.301	0.699	0.699	
ACSS2	0.699	0.000	0.477	0.699		0.602	0.000	0.602	0.000	0.000	0.699	0.903	1.000	0.602	0.602	0.301	0.699	0.301	0.477		0.477	0.301	0.778	0.000	0.954	0.699	0.602	0.301	0.602	0.778	0.301	0.000	0.000	0.301	0.301	0.903		0.477	0.699	0.602	0.602	0.477	0.000	0.602	0.699	0.301		0.000	0.903	0.602	0.301	0.602	0.301		0.602	0.903	0.699	0.699	0.301	0.477	0.301	0.903	0.778	0.602	0.301	0.477	0.477	0.000		0.301	0.778	0.699	0.602	0.699	0.301	0.602	0.477	0.301	0.845	0.778	0.699	0.699	0.477	0.602	0.477	0.000	0.845	0.301		0.602	0.301	0.477	0.000	0.699	0.301	
ACSS3						0.301																										0.000										0.000							0.000																											0.000											0.000							0.000		
ACTA2	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.477	0.000	0.301	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.301	
ACTB	1.398	1.398	1.398	1.301	1.380	1.362	1.462	1.176	1.398	1.322	1.462	1.431	1.114	1.342	1.415	1.415	1.362	1.380	1.398	0.954	1.447	1.447	1.398	1.519	1.362	1.398	1.380	1.380	1.342	1.415	1.146	1.279	1.398	1.380	1.415	1.301	1.591	1.505	1.380	1.380	1.362	1.491	1.301	1.114	1.380	1.431	1.505	1.415	1.301	1.255	1.342	1.079	1.114	1.431	1.204	1.477	1.380	1.342	1.204	1.398	1.505	1.322	1.322	1.079	1.041	1.342	1.301	1.447	1.431	1.301	1.230	1.322	1.279	1.079	1.279	1.342	1.079	1.477	1.398	1.398	1.279	1.398	1.301	1.041	1.447	1.301	1.322	1.176	1.519	1.362	1.380	1.146	1.230	1.255	1.114	
